"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"Anyone else in South Florida see this tonight","23","19","2025-10-14T00:14:55.000Z","topcatdasupervill3","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","7520348407769482295","7560864218069648158","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8c532dfc86bdfe138ddd4f6280520e8e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1e98f3d0&x-expires=1762959600&x-signature=F%2F0AOhhi%2FXu4qnfXba9iMp%2Bx6s8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"You are welcome to watch my videos as long as you really have interest in this subject…","1","2","2025-10-16T10:39:46.000Z","pabloenk","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","7465822698071180289","7561767422522786567","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f22d8320&x-expires=1762959600&x-signature=mX7Aqlwlvch1i4qHyix3tn8lZxQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Where’s space x getting so much rocket money there’s no way that many rockets are space x","9","5","2025-10-14T04:24:40.000Z","g_coded33","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","7440979707800634410","7560928515605775159","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1f90c390eaf0bd24d3d6131b3fda4008~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dbd50555&x-expires=1762959600&x-signature=HPzfkzFE951wYSpxfOPzQaXsvcI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Jesus loves you all","5","1","2025-10-15T02:52:57.000Z","ajsilvestri16","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","7286110834890687534","7561275945073230647","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/9de22619e0d7380f65d374fd69c0b26c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=27d38062&x-expires=1762959600&x-signature=JtR0l9WDXdE3TYVFMxQYlkr8Zsk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Space x","7","2","2025-10-14T07:22:12.000Z","mountainsurfer.10","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","6767498731798938630","7560973905843553038","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d1add88dad902731a2e4563f1bb04143~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7326a733&x-expires=1762959600&x-signature=HhFRpZi64rrHu8RWqIMGHu2nGTA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"I thought NASA was shutdown lol.","6","7","2025-10-14T14:09:38.000Z","thatscorpioglow","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","6964168507558921221","7561079247994635039","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/a95f4978d401c1b5cbc4be2168474232~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8d58cb91&x-expires=1762959600&x-signature=M9w0sgKxspVm0HGcc%2Bxgyi9dQBU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Space x launch","16","9","2025-10-14T00:31:35.000Z","crybbygirlx","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","7053607533881246767","7560868447707235127","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/61c586561502a6f87efb569fc4121c03~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=484dce00&x-expires=1762959600&x-signature=0ImCn78AsZTTBUtTzbSFOH77J7I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"great video 👍 very steady 👍👍👍","1","1","2025-10-16T04:53:03.000Z","daisybud1","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","7213815538840847403","7561677907548111647","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7218991163733180459~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=66264090&x-expires=1762959600&x-signature=Hw4FBgwabL%2FpTe%2FpiT98V2tEguk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Just here for a visit 👀","1","2","2025-11-02T16:34:41.000Z","cosmicteehouse","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","7568121422021084215","7568167291411432247","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/68563d6545f4c7133d1791d117e40c27~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a35be69d&x-expires=1762959600&x-signature=GvtsIm73O6fRf8J2lWGmQrH7YfY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"I miss it","1","2","2025-10-15T03:33:00.000Z","eugenejackson86","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","7322554932713767982","7561286316982272823","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/3dc3ac79e4fe95bda761b811b6cac64a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8199945f&x-expires=1762959600&x-signature=R0xMfagRdDvPmUyoRNBlYpW52sM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Dat be a space rocket 🚀","1","2","2025-10-20T01:53:52.000Z","danno6516","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","7282908256841958442","7563116204207670046","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f22d8320&x-expires=1762959600&x-signature=mX7Aqlwlvch1i4qHyix3tn8lZxQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Nice catch! 🤩","1","2","2025-10-14T17:34:56.000Z","genx.phoenix","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","7156016835401253934","7561132149182219022","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/49305ee433e8b514c421569aae0c6e1e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=840b78a6&x-expires=1762959600&x-signature=DY%2FTpv6%2BKu%2FRlyP70BET2rZcgcg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"is an Angel","1","1","2025-10-16T03:12:23.000Z","maceygraceprice60","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","6713809046854206470","7561652064603603742","https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/3092353984f1eccb82bfb394c8843a64~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=199e8978&x-expires=1762959600&x-signature=j4kbqTEyX%2BqYZJjEwvrGSpq%2BsdU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Let’s see what the pros say","1","1","2025-10-16T00:09:50.000Z","chicken_friedrice","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","6609705875051872258","7561605037275136781","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/2a6456b985f266df521a54d61b753794~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=04cdfc01&x-expires=1762959600&x-signature=xGfFnX5LiUtrdnXcaQOvDjdOgak%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"drone","1","1","2025-11-07T10:11:55.000Z","joylee4523","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","7128272824749343749","7569924127584027410","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/26965dcfeb4fe7bd6bc6bc806a5e4ea3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0db779d0&x-expires=1762959600&x-signature=fI%2FbOCK2BZObT%2FXJwatPFzqE4AI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"which is located where Patrick's Air Force bases just north of satellite beach right on the ocean right across the street on A1A","0","1","2025-10-14T23:36:55.000Z","cody47923","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","7511565462347498538","7561225498480296759","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/45f8c0bddc14f2c0268716e4235f4f7e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=70772984&x-expires=1762959600&x-signature=an0N35wV2wHOG2LYGRhYJoG6Sgs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"meteor","1","1","2025-10-15T06:09:35.000Z","thisiscrazy94","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","7343798255967863854","7561326595697361695","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/6e75ed94ee36216ccad0133cfa5add21~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b4965000&x-expires=1762959600&x-signature=wvABWzfy8phr%2BWcuoye86FRh1xE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Hello I am an fbi agent it’s space x","1","1","2025-10-15T06:18:29.000Z","floridaman905","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","6917783043869574150","7561328915059376909","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8c97fb9e95640fb471c984033aeb0840~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=051930b9&x-expires=1762959600&x-signature=MvuGo2ht16wfNflICLxX54lbDxM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Atlantis spiritual ancient ancestors searching for the frequencys only we reincarnated Atlantian emit. that s ppl whom have Christ consciousness","1","1","2025-10-14T23:16:54.000Z","jessval2023","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","7214782210100479019","7561220308562182943","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/c34bc5dd599362902dc67feb641bbf4c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3c467159&x-expires=1762959600&x-signature=xW5ra8e19DlFNecYcpTzU9YZnFA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"rocket","1","1","2025-10-16T10:21:02.000Z","spiderhd68","https://www.tiktok.com/@topcatdasupervillain/video/7560863394878835998","6641138632991391749","7561762360102519583","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7325260467268485125~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=43cd8061&x-expires=1762959600&x-signature=ItbwZG%2BC8uaviLOMpZtQL3J83LA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"How was space created","1286","143","2025-03-16T17:13:16.000Z","opfan52","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","7441425224987673643","7482456561152426794","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a7bf4dcbd2570108e2e33bdba43e5994~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1c5b40fe&x-expires=1762959600&x-signature=77i%2BJLZhNOnZY49Z0IQMAfd6gho%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"It’s scary how the universe just goes on and on without end","48500","123","2024-09-17T02:49:33.000Z","kc0908_","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","7402375457301906474","7415438710982017822","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/8ff9f9ab17c242282c3440febf706f47~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5d149423&x-expires=1762959600&x-signature=bSN6J6NzwfoaW5Jg2WCQyi6LVyg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"this lowkey creeps me out.","14730","38","2024-09-27T18:19:11.000Z",".alexandriarenee","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","7313009686142600235","7419389078418785055","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/f98d430d1fda0a538b29895ce087f075~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a035125a&x-expires=1762959600&x-signature=cfAxiWF8ckptRXHzzlLInBqEU6c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"This type of stuff will make me go mad if I think about it too much 😭","4624","30","2024-09-28T10:17:21.000Z","a.babiee_","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","248315536059621376","7419636002224341792","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/56f522bb051f9c09a95c8a3824e7ec70~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fbf51068&x-expires=1762959600&x-signature=ZaHg1wv1QkHjRvclz%2F6L%2FTJrsWM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Outer space is so interesting","1516","6","2024-11-23T18:53:49.000Z","_98487","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","6967884904461845510","7440549864847541038","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/720c8da274b115997d0f1f3a8f51a6b7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d04ae856&x-expires=1762959600&x-signature=d2iVMgvzcf11i%2F0q3hXGE3wYeFc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"space being endless makes my brain hurt more than anything else.","971","7","2024-09-27T21:05:05.000Z","matthewkline_","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","6540790503447729152","7419431802823394091","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8c23c59008090c89e36def29081912a3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=01ce8e6e&x-expires=1762959600&x-signature=ApfvxzLfWN9DgsOBIkcMWLyWfoM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"It’s more scary if we are alone then if it’s more out there….","3517","26","2024-09-27T19:37:45.000Z","_millie..12_","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","7253883387688338458","7419409343350096673","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/fde728cbb6247ac3552a2b2a1327dde1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8c0a4f29&x-expires=1762959600&x-signature=MA1YQLEaudnFbgbgOnHnD1ZfObI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"life is so confusing.","19464","33","2024-09-27T03:23:02.000Z","sarah2_3xotic","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","7304026677075887147","7419158152741192478","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4824dcc1cb2a89e0afc52a70dcf48e2e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d945389b&x-expires=1762959600&x-signature=JQcRexH0MlVEII8JoikurZiIeiA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"what if there’s other people in another universe","100","3","2025-08-25T07:57:09.000Z","usernameuwuwu13","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","7379032577359021089","7542429017741558550","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d7b42b6f5676db68b9b59ddfecba101d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b05d23b7&x-expires=1762959600&x-signature=KuUYQG4pYSNp5Wz0XqBKG2o5rLA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"I just think about how we might be the only universe with the tauk tuah podcast… ever think of it that way?","164","11","2024-09-27T09:14:37.000Z","shel0veja","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","7260318513489937454","7419248502029894430","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/853c9ee8dbad27e37aea9b62b4896be2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f593ce31&x-expires=1762959600&x-signature=JAxGRBfydfUMQU7jHos35exPuwM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"The real question is ""why WOULDN'T aliens exist?""","1566","6","2024-11-24T10:30:34.000Z","star_girli3","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","6666047719209811973","7440791286430647062","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9bcd35bbd14e1cd505d0341825d297ac~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=928ae51b&x-expires=1762959600&x-signature=SZqrUvjoYIKmK0GLCI2U5eSUTBA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"There's so many places and we're all alone? There has to be aliens, other humans, other species, etc Out there..","386","8","2024-09-28T08:02:26.000Z","winter.enhypen","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","6905472261085430785","7419601191795442464","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/14c958d7af3fc53f74f634f3454c2fc5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3d461cac&x-expires=1762959600&x-signature=23%2BDSp91DMg7ES8h2HEzYpPlVvA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Is it just me or i think aliens exist","30","9","2024-09-17T17:20:07.000Z","shatteredglassl0l","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","7390038882920514602","7415662861094290218","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7b6a0a9bd65ade3cee602f2b54c204fb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=db4f4612&x-expires=1762959600&x-signature=juQ6DGabc1wHI7Ao3lnm%2Ff%2FpxOA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"And we’re all here scrolling on TikTok","2778","11","2024-09-30T10:02:51.000Z","natertot29","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","6639549902673625094","7420374369744175903","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/4921e70e8cba2792ea7ff2598f9c6438~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7802496c&x-expires=1762959600&x-signature=L%2F%2BtNdV365fcAWxhmMziLyRPJqg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"There has to be SOMETHING in space.","96","0","2025-07-28T21:35:17.000Z","frankxgerard69","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","7397385219944989697","7532249518558135048","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a5f311775e89349b723ba4f381b9b7f4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9089bfe9&x-expires=1762959600&x-signature=OUr6zJsRJV2OI94NBz0w32iwj%2Bg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"My theory is that there is another universe with the exact same planets as our universe and the exact same people on earth but opposite","35","14","2024-09-28T08:39:41.000Z",".cltej","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","6868569348580803590","7419610847720719137","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/99f865454879c1673fc6292dfe7a373c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=deff740d&x-expires=1762959600&x-signature=zC831FUsjxc5EI52abs6VlSoncI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Vrf e de här typ läskigt","2843","16","2024-09-27T21:38:25.000Z","therealnatta","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","7198844588713722886","7419440171111121697","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/e387cf7974fcbc58181b14306460d027~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e8b225fd&x-expires=1762959600&x-signature=q9zAQJIVocB%2FIfHvmMR4fL5mndk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Vielleicht sind wir einfach nur Bakterien in einem Körper","858","14","2024-09-27T22:01:58.000Z","albii.fru","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","7196064866489402374","7419446501506564896","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/0f5dd7271f075323116f49180823e1ae~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=47d6de51&x-expires=1762959600&x-signature=2c%2FbBQk9Z%2FuB4cv6koxIGBnYGgo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"אה מישהו הגיע עד לשם וצילם? אמין מאוד","38","31","2024-09-29T13:59:29.000Z","sionip1","https://www.tiktok.com/@augustdontcare/video/7415366095248493870","6874617977405441026","7420064387169370898","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9304b72d80f824e75b585ff25e6358da~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=528e0059&x-expires=1762959600&x-signature=Lrsz5ankKsbsi3PhC8DH83ppgqs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
