"authorMeta.avatar","authorMeta.name","text","diggCount","shareCount","playCount","commentCount","videoMeta.duration","musicMeta.musicName","musicMeta.musicAuthor","musicMeta.musicOriginal","createTimeISO","webVideoUrl"
"https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/54e4ff1a655b4e50833afccdcb7a1252~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=1cd781ed&x-expires=1763038800&x-signature=TTTU7TlwSV2VDaEqsA%2BSUN95Ubs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my","twistedterrors_1","#jumpersjump #ufo #aliens #aliensighting #area51 ","8256","198","183000","221","62","13 Angels Standing Guard 'Round The Side Of Your Bed","Silver Mt. Zion","false","2025-08-25T05:03:28.000Z","https://www.tiktok.com/@twistedterrors_1/video/7542384288528977174"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/99b27f31b4fb07dd1f74d1eb8e72b514~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=2c570ae2&x-expires=1763038800&x-signature=AkIE%2Ba49a%2BDPSmoTyOIlRNiHEcY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my","virtmedia.films","Alien sighting.. when you get close, they revert to their original form.

#aliensighting #alienbff #alien #highdimensions #aliens #creatorsearchinsights ","19500","1499","339900","1198","10","sonido original","Epifanías del Alma","true","2025-05-16T02:21:05.000Z","https://www.tiktok.com/@virtmedia.films/video/7504862766210010410"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c0d3c8f8038d22a77d1214dbbb916f70~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=cd3d796e&x-expires=1763038800&x-signature=wvOMOesrqgN51VSvE9BgsTuVsUY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my","the_twilight_emporium","#greenscreen #greenscreenvideo @Nightgod333 @owlTreeStump #lasvegasaliens #lasvegasaliensighting2023 #lasvegasalien #aliens #alien #ufo #paranormaltiktok #paranormal #fyp #foryou #foryourpage #supernatural #skeptic #skepticthinker ","7535","771","417000","281","68","Horror horror ghost story ruins exploration occult BGMb(1033277)","TERAMURA SO","false","2023-06-18T16:14:45.000Z","https://www.tiktok.com/@the_twilight_emporium/video/7246060234798550318"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/280ed7c0b74c7600e5a8d0c01c2c8822~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=be38d74d&x-expires=1763038800&x-signature=Qw8U83fJtiqXpTkyE7UkmeDD%2Bdk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my","itsweirdtime","They saw a UFO in the ocean 
#ufo #ocean #water #uap #wlien #et #mystery #strange #unknown  #greenscreen ","134300","11500","5100000","6450","39","original sound","ItsWeirdTime","true","2024-03-21T23:45:39.000Z","https://www.tiktok.com/@itsweirdtime/video/7348967042223017258"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/daf5a6a0fb6fdf7fd556dbbf4d91b577~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=07690d78&x-expires=1763038800&x-signature=D9u8fbeno03v4ZjgNj8hL1Arpm0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my","jelenaremi","#aliens #aliencontact #extraterrestrial #et #aliensighting #alieninvasion #yyc #fyp #fypviral ","2313","209","269300","138","9","green to blue","❀","true","2025-11-07T18:35:10.000Z","https://www.tiktok.com/@jelenaremi/video/7570053633438485773"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6af8d8392dc1cc0050489afe3de0f9b8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=f59740f9&x-expires=1763038800&x-signature=Z0LIdMMGFKqu1Viy5ARJ8IYv7nc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my","princessthickforeigner","NASA Scientist Allegedly Claimed To Have Seen 7 Foot Tall Alien Race That Resembles AFRICAN AMERICANS #NASA #trending #aliensighting #africanamericanaliens #fyp ","12400","1847","202800","646","31","original sound","Peter Flores","true","2025-08-13T02:27:13.000Z","https://www.tiktok.com/@princessthickforeigner/video/7537891027504581901"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ce5ed2c385e721a86f6ca2f38e3c6ac3~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=da4f2523&x-expires=1763038800&x-signature=RriqVRpDxJuyFejxZ4zQRYC0R28%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my","burgerlifeworld","Hello there, I'm a natural alien 👽 #alien #aliencult #alienfyp #alienlanguage #meme #alienplanet #aliensighting #alienworld #alienskin #fyp #viral #viraltiktok #fypシ #fyppppppppppppppppppppppp ","44800","23200","3200000","4124","8","original sound","꙳","true","2024-09-03T09:07:40.000Z","https://www.tiktok.com/@burgerlifeworld/video/7410340919049800977"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/71b5176ea661e1f2ec4bdaf4c2595ed1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=4696920f&x-expires=1763038800&x-signature=xtzMKKx%2BvS79uAXrVx%2FM%2Boq2Y4k%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my","user3984946815130","“CCTV Captured This 👽 Alien Visiting a Baby at Night”

#CCTVfootage #FoundFootage #AlienEncounter #AlienVisitor #AIGenerated #AIvideo #Sora2 #RealisticAI #RealisticCCTV #UnrealReality #NightFootage #CaughtOnCamera #ViralShorts #TikTokViral #MysteriousVideo #ScifiMoment #RealOrAI #SecurityCamera #AlienMeme #CCTVRecording","167","11","21900","6","11","오리지널 사운드 - ThinkPotato","ThinkPotato","true","2025-10-16T07:02:51.000Z","https://www.tiktok.com/@user3984946815130/video/7561711457650412820"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8dbddb432bb1b8c7a2dd08e7212c11b3~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=ec306ca3&x-expires=1763038800&x-signature=b%2FO6aDsb9hq%2B9SGIe28y%2F%2Bl2t0g%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my","slopguap","Alien caught on ring camera, real? Or fake?
#ring #ringdoorbell #alien #cat #creepy ","787","198","123900","73","10","Blue Danube Waltz","London Symphony Orchestra","false","2025-10-17T06:21:30.000Z","https://www.tiktok.com/@slopguap/video/7562071929516068127"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/aefcd144e95007bb70ab4409f1216752~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=f32d90ea&x-expires=1763038800&x-signature=eaMB1XFuxFnJuytg4NT7n6XliHA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast2b","bluesky4everandever","##aliensighting #aliensarereal #aliens #interdimensionalbeings ","417","16","23300","165","42","original sound","j a d e","true","2024-11-05T04:58:21.000Z","https://www.tiktok.com/@bluesky4everandever/video/7433655062104280366"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/320b52b57acd0fa28ce4ba0f5283c7d6~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=4ae4ec1e&x-expires=1763038800&x-signature=VRcPYzUqchSbRhwy%2BIlWXnhDCrg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast2b","sicwititbigd","Spotted a #ufo  headed towards Las Vegas #aliens #ufosighting ","841900","119100","13000000","12900","10","original sound","Derek Leivas","true","2023-02-16T04:23:12.000Z","https://www.tiktok.com/@sicwititbigd/video/7200604500640664878"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/c3b734901b90b7d7dd2a827779deca1a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=c95d95a3&x-expires=1763038800&x-signature=HvukwK6DZRTVr2x5q1dYL%2BnaxCo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","divinepisces444","#alienabduction #etencounters #ufos #aliensighting #portals #creatorsearchinsights #foryou ","139400","10100","1200000","1093","170","original sound","Divinepisces444","true","2024-08-26T19:40:08.000Z","https://www.tiktok.com/@divinepisces444/video/7407535192686054687"
"https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/ea8588b64d1424a6ca5ee86acaf6b7b3~tplv-tiktokx-cropcenter:720:720.jpeg?dr=10399&refresh_token=13ae42ec&x-expires=1763038800&x-signature=o0By7wF47EK3ZZYhor7bnbqMPmA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=no1a","cienciavideos","👽 Aliens sighting caught on camera in the mountains… Real or fake? 🚨 #aliens #ufo #alien #ufoキャッチャー #video_viral #fyp","81800","5584","4100000","1865","10","Untitled 13th(Ultra Slow)","bushidozz & glwzbll","false","2025-10-10T02:41:06.000Z","https://www.tiktok.com/@cienciavideos/video/7559417379080523030"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/054c776c4ca0b6539d074cf513252e31~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=58f3e1c2&x-expires=1763038800&x-signature=WAOYIH8ET2ryAzFiGu3VGBA58v0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","disishiphoptv","👽 Aliens in the hood?! Nah this UFO sighting got the whole block looking up like “Aye yo… y’all see that?!” 😂🚀

#UFO #Aliens #InTheHood #CaughtOnCamera #fyp ","17400","1679","467800","717","30","original sound","Dis Is Hip Hop","true","2025-06-13T03:23:46.000Z","https://www.tiktok.com/@disishiphoptv/video/7515269414175001886"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/25854370839e44082b30b229510f46ce~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=2cf928a1&x-expires=1763038800&x-signature=3zZfk%2F6d9fk%2BeskGNbFuXEI23IA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","andreitasfinds","Alien spotted! Did you see it???
#ufo #ufosighting #galacticfederation ##alien #creepy #horrortok #government #aliensighting ","1292","56","1500000","167","17","Creepy and simple horror background music(1070744)","howlingindicator","false","2025-03-15T17:34:54.000Z","https://www.tiktok.com/@andreitasfinds/video/7482090931844549934"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f1b1e10ab0f51112449b628b58aace73~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3a1d3394&x-expires=1763038800&x-signature=f9iOVZJrfwWlkcEWBObKP3xSNIg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","joshmacmusic","Alien sighting ARIZONA JAN 20 2024…. 9ft beings #alien #arizona #ET ","2996","197","323500","152","7","DESTRUCTION","SCXR SOUL & NONTHENSE","false","2024-01-21T17:06:42.000Z","https://www.tiktok.com/@joshmacmusic/video/7326599089020357918"
"https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b1f1fccffc6ed8cc4607e291cfedd78e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=a302d3a8&x-expires=1763038800&x-signature=u9lDEm8NRbh3FBdSL4WExWTTdCg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","prosper1999","In Broad Day Light Is Crazyy Work😳 #aliens #aliensighting #tampa #florida #endoftheworld #2024 ","16500","2049","931100","1480","28","original sound","EricEverett","true","2024-11-14T21:56:49.000Z","https://www.tiktok.com/@prosper1999/video/7437257301783792938"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/212e9bad4fb39b32d0b08db55887e7ba~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=607c93a6&x-expires=1763038800&x-signature=WVGV0%2BjIw2q7cKo6MjGG%2BiLaa1A%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","vii_viig","#ufosighting #extraterrestialsightings #aliensighting #aliensareamongus #valleymillstexas #texasufos #alienscaughtoncamera #youwontbeliveyoureyes #fyp #👽arereal ","12000","351","858700","1205","219","original sound","Vii_viiG","true","2022-11-07T03:01:54.000Z","https://www.tiktok.com/@vii_viig/video/7163103948478467370"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7316222406304268330~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=6ec7c7f1&x-expires=1763038800&x-signature=%2BOfiYlA9dBmNGyad2U%2FkzlPkCng%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","curious_sam_","This is so scary… #aliensighting #aliensinmiami #miamialien #miami ","29200","1394","3500000","659","39","original sound","Sammy","true","2024-01-06T21:15:49.000Z","https://www.tiktok.com/@curious_sam_/video/7321096960763743534"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/bea2b634f6c457b19090473a8ad1d047~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=1cd02240&x-expires=1763038800&x-signature=uurNsOp3dDUXOneFuo534BqGSUI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","the_life_of_haley","BREAKING NEWS: ALIENS ARE HERE 😨🛸 #breakingnews #newsreporter #aliens #alien #aliensighting #ufo #ufos #ufosighting #scary #scarytiktoks #scaryvideos #fyp #foryou #foryoupage ","8496","176","436800","219","37","Creepy and simple horror background music(1070744)","howlingindicator","false","2023-07-27T19:15:13.000Z","https://www.tiktok.com/@the_life_of_haley/video/7260579078951013674"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/39065ce496eb25a8111989c05b1aa808~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=ad9349e8&x-expires=1763038800&x-signature=tKQGYcTyKgPm4LwzB9OwjNpdqHY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","unknown.ufo.world.ai","A construction vehicle witnessed a UFO that lost power

#aliensighting #ufosighting #ufo #ai #aivideo #ufosighting2025","88400","2667","4200000","2059","10","Creepy horror ambient(1022762)","howlingindicator","false","2025-01-06T04:38:30.000Z","https://www.tiktok.com/@unknown.ufo.world.ai/video/7456657218369244458"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/e173442345d113db428ab490fb69d07b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=98cfd748&x-expires=1763038800&x-signature=hTlh6VXC2gvaOAnEZq5hPoUKivA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","magicmetamorph","This looked like a Dementor from Harry Potter omg?!
UFO / Aliens caught live on camera?! 
What was that?!
For entertainment purposes.
#ufo #3iatlas #projectbluebeam #alieninvasion #ufosighting ","61","4","1108","2","60","Drossrotzank","Kiddo Senshi","false","2025-11-10T21:06:49.000Z","https://www.tiktok.com/@magicmetamorph/video/7571206162159357206"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7345682175825543211~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=faf642e1&x-expires=1763038800&x-signature=dHHdU5oMrZy68Fr8rI4QthyFOHE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","anthonysanchez405","Bro we just saw a fraking alien. Y’all if I disaapear you know why! #ufo #unknown #alien #extraterrestres #encounter #abduction #species #aliensighting #ufosighting ","180000","9549","1400000","1600","19","original sound","Anthony Sanchez","true","2024-08-18T00:26:01.000Z","https://www.tiktok.com/@anthonysanchez405/video/7404269140711623967"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/b5df665bcf811d85426977c751ea02d5~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=b603d16d&x-expires=1763038800&x-signature=qhMhOU05LuHZbGFMJdRaPilMI9w%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","grumbo28","CCTV Captures SHOCKING Alien Abduction of Lamb! 🛸🐐You won’t believe what this farm’s CCTV caught last night! A strange alien-like creature tried to grab a lamb, but the brave guard dog saved the day. Watch this unbelievable footage that looks straight out of a sci-fi movie! 👽🐶 #RealOrFake#AlienSighting #CCTVFootage #GoatFarmRescue #DogHero ","872","69","113200","75","10","original sound","Grumbo","true","2025-10-21T19:57:59.000Z","https://www.tiktok.com/@grumbo28/video/7563766547525733646"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f65fdd8f049f7f31886124f4079fcc67~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=5add0ae7&x-expires=1763038800&x-signature=GlfT1DUK5JCTKUtlFIRuDjPc%2BT8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","holoskypodcast","Who had real cloaking aliens on their 2024 bingo card? #aliens #alien #aliensighting #alienbff #aliensarereal #entities #entity #cloak #cloaking #lasvegas #weird #creepy #ufo #uap #strange #alieninvasion #vegas #news ","31300","3158","2300000","1504","103","original sound","Holosky Podcast","true","2024-05-28T23:30:23.000Z","https://www.tiktok.com/@holoskypodcast/video/7374196903895944494"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4a157ab1939266f9a3289fd660f09b3b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=8a234ced&x-expires=1763038800&x-signature=8ySAgRWkY9rqhG20NrZEaIeb5VI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","donceri","The Clearest Footage Of An UFO #fy #ufo #mystery #aliens #ufosighting #area51 #aircraft ","111400","6500","3700000","2544","25","Spooky, quiet, scary atmosphere piano songs","Skittlegirl Sound","false","2024-06-29T04:39:10.000Z","https://www.tiktok.com/@donceri/video/7385780137184202030"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/aba8596f08367cfaaca3c89607e18d76~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=2f7c5ebc&x-expires=1763038800&x-signature=77B34FpLlXU6D6hykoOjhCNykl0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","fright_feed","New Video going around of someone Finally catching the aliens on camera

What do you Think ?? is this Edited or is this Really it ???
#foryou #Aliens #Backyard #???? ","185","26","23100","21","28","Amityville Horror - Scary Halloween Sound Effects","Halloween Sound Effects","false","2023-06-17T14:47:53.000Z","https://www.tiktok.com/@fright_feed/video/7245666741462846762"
